Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código os retornos de insumos não utilizados pelo produtor na criação, recriação ou engorda de animais pelo sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “5.455 - Retorno de insumos não utilizados na produção – Sistema de Integração e Parceria Rural” ou “6.455 - Retorno de insumos não utilizados na produção – Sistema de Integração e Parceria Rural”, inclusive as operações entre cooperativa singular e cooperativa central.”;Origem / Destino Dentro Estado;1455;1.455 - Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as entradas da parcela da produção do produtor realizadas em sistema de integração e produção animal, quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as entradas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Dentro Estado;1456;1.456 - Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Entrada de mercadoria recebida com fim específico de exportação;"Classificam-se neste código as entradas de mercadorias em estabelecimento de ""trading company"", Empresa Comercial Exportadora (ECE) ou outro estabelecimento do remetente, com fim específico de exportação.";Origem / Destino Dentro Estado;1501;1.501 - Entrada de mercadoria recebida com fim específico de exportação
Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Dentro Estado;1503;1.503 - Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação
Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Dentro Estado;1504;1.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros
Entrada decorrente de devolução simbólica de mercadoria remetida para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Dentro Estado;1505;1.505 - Entrada decorrente de devolução simbólica de mercadoria remetida para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento
Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida para formação de lote de exportação;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Dentro Estado;1506;1.506 - Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida para formação de lote de exportação
Compra de bem para o ativo imobilizado;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Dentro Estado;1551;1.551 - Compra de bem para o ativo imobilizado
Transferência de bem do ativo imobilizado;Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.;Origem / Destino Dentro Estado;1552;1.552 - Transferência de bem do ativo imobilizado
Devolução de venda de bem do ativo imobilizado;Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 5551 ou 6551 - Venda de bem do ativo imobilizado.;Origem / Destino Dentro Estado;1553;1.553 - Devolução de venda de bem do ativo imobilizado
Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento;Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 5554 ou 6554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.;Origem / Destino Dentro Estado;1554;1.554 - Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento
Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento;Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.;Origem / Destino Dentro Estado;1555;1.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento
Compra de material para uso ou consumo;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.;Origem / Destino Dentro Estado;1556;1.556 - Compra de material para uso ou consumo
Transferência de material para uso ou consumo;Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.;Origem / Destino Dentro Estado;1557;1.557 - Transferência de material para uso ou consumo
Recebimento, por transferência, de crédito de ICMS;Classificam-se neste código os lançamentos destinados ao registro de créditos de ICMS, recebidos por transferência de outras empresas.;Origem / Destino Dentro Estado;1601;1.601 - Recebimento, por transferência, de crédito de ICMS
Recebimento, por transferência, de saldo credor do ICMS, de outro estabelecimento da mesma empresa, para compensação de saldo devedor do imposto;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária à contribuinte substituído, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo próprio contribuinte substituído, nas hipóteses previstas na legislação aplicável.;Origem / Destino Dentro Estado;1602;1.602 - Recebimento, por transferência, de saldo credor do ICMS, de outro estabelecimento da mesma empresa, para compensação de saldo devedor do imposto
Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária à contribuinte substituído, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo próprio contribuinte substituído, nas hipóteses previstas na legislação aplicável.;Origem / Destino Dentro Estado;1603;1.603 - Ressarcimento de ICMS retido por substituição tributária
Lançamento do crédito relativo à compra de bem para o ativo imobilizado;Classificam-se neste código os lançamentos destinados ao registro da apropriação de crédito de bens do ativo imobilizado. Código acrescentado pelo Ajuste SINIEF nº 005/2003, com efeitos a partir de 01/01/2003. O Comunicado CAT nº 11, de 2003, esclareceu que este código não terá aplicação no Estado de São Paulo, não havendo disciplina específica criada por Convênio, para controle desses créditos fiscais por meio de lançamento escritural, sendo mantido, portanto, seu controle através do CIAP – Controle do Crédito do ICMS do Ativo Permanente.;Origem / Destino Dentro Estado;1604;1.604 - Lançamento do crédito relativo à compra de bem para o ativo imobilizado
Recebimento, por transferência, de saldo devedor do ICMS de outro estabelecimento da mesma empresa;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado nos códigos 5922 ou 6922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;Origem / Destino Dentro Estado;1605;1.605 - Recebimento, por transferência, de saldo devedor do ICMS de outro estabelecimento da mesma empresa
